idx,nom_rue,highway,longueur_m,largeur_m,hauteur_bat_m,nb_batiments,ratio_hw,h_canyon_m,vent_eff,total_emit,concentration,delta_T,heure,pblh_m
274,Ngõ 46 Văn Hội,residential,128.76418126672388,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
275,Ngõ 31 Văn Hội,residential,122.0205847678202,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
276,Ruelle sans nom (segment 276),residential,74.28524644485145,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
277,Ruelle sans nom (segment 277),residential,197.32540712474292,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
278,Ruelle sans nom (segment 278),residential,37.373160686044194,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
279,Phố Văn Hội,residential,41.50199615481324,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
280,Ngách 27 Ngõ 176,residential,88.79254010572218,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
281,Ruelle sans nom (segment 281),residential,49.92343197805787,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
282,Ngõ 113 Phố Văn Hội,residential,34.850441941098055,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
283,Phố Văn Hội,residential,133.32709294612943,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
284,Ngõ 429 Đường Hoàng Tăng Bí,residential,57.89845640781529,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
285,Phố Văn Hội,residential,27.35587486411028,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
286,Ruelle sans nom (segment 286),residential,22.355852999456907,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
287,Ruelle sans nom (segment 287),residential,111.08317617009246,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
288,Đường Bờ tây sông Nhuệ,tertiary,843.2058164078494,12,12.0,1,1.0,24.0,0.95,0.0491,32.31,0.88,22,170
289,Ruelle sans nom (segment 289),residential,62.97533091465003,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
290,Ruelle sans nom (segment 290),residential,188.2022762988737,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
291,Phố Tân Phong,residential,125.55300033770358,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
292,Ruelle sans nom (segment 292),unclassified,12.740395930648814,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
293,Ngõ 20 Phố Lê Văn Hiến,residential,62.23397281403794,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
294,Đường Lê Văn Hiến,tertiary,59.7975552848513,12,12.0,35,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
295,Ngõ 20 Phố Lê Văn Hiến,residential,58.551015469144886,8,12.0,18,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
296,Ruelle sans nom (segment 296),residential,114.05237296735186,8,12.0,18,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
297,đường 15,residential,92.66349695321269,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
298,đường 15,residential,28.3976807780616,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
299,đường 16,residential,69.82015319539602,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
300,đường 17,residential,27.82637535024227,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
301,đường 18,residential,20.72061497068678,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
302,đường 18,residential,35.82268914585283,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
303,Ngõ 1 Văn Hội,residential,11.963431432065047,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
304,Ruelle sans nom (segment 304),residential,80.74386908301005,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
305,Ruelle sans nom (segment 305),residential,48.42042844108194,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
306,Ruelle sans nom (segment 306),residential,58.358250383251416,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
307,Ruelle sans nom (segment 307),residential,72.4787269048443,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
308,Đường Tân Xuân,secondary,90.15776793437183,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
309,Phố Viên,residential,395.69806173151744,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.82,22,170
310,Khu B Đại Học Mỏ,residential,200.76890624434634,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
311,Ruelle sans nom (segment 311),residential,144.37988962054894,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
312,Ruelle sans nom (segment 312),residential,50.82509649510591,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
313,Khu B Đại Học Mỏ,residential,401.8048919586455,8,12.0,5,1.5,30.0,0.76,0.0124,14.63,0.82,22,170
314,Ruelle sans nom (segment 314),residential,50.18918212589661,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
315,Ruelle sans nom (segment 315),residential,47.66677270192773,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
316,Phố Viên,tertiary,30.323682300569807,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
317,Phố Viên,tertiary,74.19369824276245,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
318,Ruelle sans nom (segment 318),residential,59.402849743602864,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
319,Ruelle sans nom (segment 319),residential,73.54602185297576,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
320,Phố Viên,tertiary,252.7246054411203,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.96,22,170
321,Ruelle sans nom (segment 321),residential,50.765417269028454,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
322,Ruelle sans nom (segment 322),residential,50.08938679168548,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
323,Ruelle sans nom (segment 323),residential,61.10223745020211,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
324,Ruelle sans nom (segment 324),residential,52.16942443797565,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
325,Ruelle sans nom (segment 325),residential,182.7288280160568,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
326,Ruelle sans nom (segment 326),residential,47.549514320780574,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
327,Ruelle sans nom (segment 327),residential,91.34900753735009,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
328,Ruelle sans nom (segment 328),residential,165.42537623926233,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
329,Ngõ 523 Đường Cổ Nhuế,residential,1.7179711547282948,8,45.0,1,5.62,298.1,0.29,0.0124,20.15,2.94,22,170
330,Đường Phạm Văn Nghị,residential,50.066378573586704,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
331,Ruelle sans nom (segment 331),residential,11.362488073701932,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
332,Ruelle sans nom (segment 332),residential,68.90072591420419,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
333,ngõ 288 đường Phú Diễn,residential,44.41265757276359,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
334,ngõ 288 đường Phú Diễn,residential,197.0375065719168,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
335,Ruelle sans nom (segment 335),residential,82.49159811698661,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
336,ngõ 288 đường Phú Diễn,residential,77.45113805008491,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
337,Đường Phú Diễn,tertiary,133.08233905115625,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.97,22,170
338,Ruelle sans nom (segment 338),residential,64.0003049060517,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
339,Ruelle sans nom (segment 339),residential,64.6846715781549,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
340,Ngõ 309 Đường Phú Diễn,residential,50.313494072636985,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
341,Đường Phú Diễn,tertiary,30.0907238350062,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
342,Ruelle sans nom (segment 342),residential,23.402481886236924,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
343,Ruelle sans nom (segment 343),residential,5.50929071498382,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
344,Ruelle sans nom (segment 344),residential,61.96457657353702,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
345,Ruelle sans nom (segment 345),residential,62.72707016906302,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
346,Ruelle sans nom (segment 346),residential,73.79073944777215,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
347,Ruelle sans nom (segment 347),residential,223.00325316669378,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
348,Ruelle sans nom (segment 348),residential,133.23877208087745,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
349,Ruelle sans nom (segment 349),residential,48.75589413957861,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
350,Ruelle sans nom (segment 350),residential,52.35457276385612,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
351,Ruelle sans nom (segment 351),residential,11.449965882540928,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
352,Ruelle sans nom (segment 352),residential,192.07982790291337,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
353,Ngõ 1 Văn Hội,residential,18.59222485296444,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
354,Ngách 56/16 Phố Lê Văn Hiến,residential,34.009985733321656,8,12.0,8,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
355,Ruelle sans nom (segment 355),residential,82.74173032715728,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
356,Ruelle sans nom (segment 356),residential,46.395797728470924,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
357,Ngõ 186 Tân Phong,residential,43.876309356766676,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
358,Ngõ 186 Tân Phong,residential,45.48744158073635,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
359,Ruelle sans nom (segment 359),residential,25.751467163364776,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
360,Ruelle sans nom (segment 360),residential,88.46426436858431,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
361,Ruelle sans nom (segment 361),residential,37.48200040209037,8,10.0,3,1.25,22.5,0.84,0.0124,13.96,0.74,22,170
362,Ruelle sans nom (segment 362),residential,37.9963079477786,8,10.5,2,1.31,24.3,0.82,0.0124,14.11,0.78,22,170
363,Ruelle sans nom (segment 363),residential,42.44082797249835,8,9.375,8,1.17,20.4,0.87,0.0124,13.8,0.7,22,170
364,Ruelle sans nom (segment 364),residential,41.516749224242844,8,9.0,1,1.12,19.1,0.89,0.0124,13.72,0.68,22,170
365,Ruelle sans nom (segment 365),residential,52.73412772032259,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
366,Ruelle sans nom (segment 366),residential,36.93779680796947,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
367,Ruelle sans nom (segment 367),residential,25.304041953154886,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
368,Ngõ 521 Đường Cổ Nhuế,residential,34.81684633717445,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
369,Ngõ 521 Đường Cổ Nhuế,residential,65.15650346843994,8,10.0,3,1.25,22.5,0.84,0.0124,13.96,0.74,22,170
370,Ruelle sans nom (segment 370),residential,36.51638734882728,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
371,Ruelle sans nom (segment 371),residential,73.13355175321873,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
372,Ruelle sans nom (segment 372),residential,29.90514643548145,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
373,Ruelle sans nom (segment 373),residential,14.13398446499892,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
374,Ruelle sans nom (segment 374),residential,56.46177235467579,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
375,Ngõ 521 Đường Cổ Nhuế,residential,13.684214059078124,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
376,Ruelle sans nom (segment 376),residential,63.131346624061564,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
377,Ngõ 521 Đường Cổ Nhuế,residential,19.8278954942048,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
378,Ruelle sans nom (segment 378),residential,19.495757826407765,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
379,Ruelle sans nom (segment 379),residential,37.97715071487337,8,45.0,1,5.62,298.1,0.29,0.0124,20.15,2.93,22,170
380,Ruelle sans nom (segment 380),residential,37.18418798718245,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
381,Ruelle sans nom (segment 381),residential,26.34951506073747,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
382,Ruelle sans nom (segment 382),residential,92.66526509780746,8,45.0,1,5.62,298.1,0.29,0.0124,20.15,2.92,22,170
383,Ruelle sans nom (segment 383),residential,50.44987188820144,8,45.0,1,5.62,298.1,0.29,0.0124,20.15,2.93,22,170
384,Ngõ 521 Đường Cổ Nhuế,residential,99.19313876575958,8,15.666666666666666,9,1.96,46.3,0.64,0.0124,16.21,1.09,22,170
385,Ngõ 521 Đường Cổ Nhuế,residential,32.82015901438875,8,9.6,5,1.2,21.1,0.86,0.0124,13.86,0.72,22,170
386,đường ăn phở,unclassified,8.470865198108449,8,10.2,5,1.27,23.2,0.84,0.0124,14.02,0.76,22,170
387,Ruelle sans nom (segment 387),residential,38.69381167088537,8,7.5,2,0.94,14.5,0.98,0.0124,15.1,0.59,22,170
388,Ruelle sans nom (segment 388),residential,73.77116010992218,8,7.5,2,0.94,14.5,0.98,0.0124,15.1,0.58,22,170
389,Ruelle sans nom (segment 389),residential,62.418100381641544,8,43.5,2,5.44,280.0,0.3,0.0124,20.72,2.83,22,170
390,Ruelle sans nom (segment 390),residential,252.92100985304143,8,44.25,8,5.53,289.0,0.29,0.0124,20.43,2.86,22,170
391,Ngõ 562 Phố Trần Cung,residential,193.66507570202717,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
392,Ruelle sans nom (segment 392),residential,57.16961972878774,8,12.0,3,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
393,Ruelle sans nom (segment 393),residential,53.66541822466285,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
394,Ngõ 87 Đường Tân Xuân,residential,231.30333820779555,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.84,22,170
395,Phố Văn Hội,residential,176.5743560457763,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
396,Đường Phạm Văn Đồng,primary,419.2663670382057,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.31,22,170
397,Đường Phạm Văn Đồng,primary,131.4138632896984,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
398,Phố Viên,tertiary,113.21453325446674,12,12.0,2,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
399,Phố Viên,tertiary,67.28605789782716,12,12.0,12,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
400,đường 17,residential,35.60560022176205,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
401,Ruelle sans nom (segment 401),residential,35.25742595443026,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
402,Ruelle sans nom (segment 402),residential,14.645576070925964,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
403,Phố Tân Phong,residential,171.40035952632095,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
404,Phố Viên,tertiary,663.7066027548221,12,12.0,4,1.0,24.0,0.95,0.0491,32.31,0.9,22,170
405,Ruelle sans nom (segment 405),residential,56.82685467711838,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
406,Ruelle sans nom (segment 406),residential,90.72233313569609,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
407,Ruelle sans nom (segment 407),residential,33.52939020607326,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
408,Ruelle sans nom (segment 408),residential,213.57962515755648,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
409,Ngõ 309 Đường Phú Diễn,residential,426.09057336912474,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.82,22,170
410,Ruelle sans nom (segment 410),residential,32.05750007239611,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
411,Ruelle sans nom (segment 411),residential,17.820549710821744,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
412,Ruelle sans nom (segment 412),residential,53.21328405743171,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
413,Ruelle sans nom (segment 413),residential,50.03843090812512,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
414,Ruelle sans nom (segment 414),residential,138.927882057751,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
415,Ruelle sans nom (segment 415),residential,104.84865240224262,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
416,Ruelle sans nom (segment 416),residential,41.96872379325446,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
417,Ruelle sans nom (segment 417),residential,92.7582927985245,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
418,Ruelle sans nom (segment 418),residential,75.41536104981681,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
419,Ruelle sans nom (segment 419),unclassified,31.192133255125068,8,12.0,7,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
420,Phố Viên,tertiary,107.15090956387739,12,12.0,13,1.0,24.0,0.95,0.0491,32.31,0.98,22,170
421,Ruelle sans nom (segment 421),unclassified,53.672226666163446,8,12.0,2,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
422,Ruelle sans nom (segment 422),residential,15.833272105666067,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
423,Ruelle sans nom (segment 423),residential,37.58483007858379,8,81.0,1,10.12,901.1,0.17,0.0124,13.47,5.18,22,170
424,Ruelle sans nom (segment 424),residential,9.866744177085783,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
425,Ruelle sans nom (segment 425),residential,192.90360783431237,8,75.0,3,9.38,778.1,0.18,0.0124,14.05,4.79,22,170
426,Ruelle sans nom (segment 426),residential,33.5894697157519,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
427,Phố Nguyễn Đình Tứ,tertiary,293.7767685772242,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.95,22,170
428,Ruelle sans nom (segment 428),residential,96.08739841700861,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
429,Ruelle sans nom (segment 429),residential,139.44318892366996,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
430,Ruelle sans nom (segment 430),residential,72.54676973454463,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
431,Đường Phạm Văn Đồng,primary,57.66834907305417,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
432,Ruelle sans nom (segment 432),residential,93.4720454078194,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
433,Ruelle sans nom (segment 433),residential,84.74225486349825,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
434,Ruelle sans nom (segment 434),residential,53.86799916595806,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
435,Ruelle sans nom (segment 435),residential,54.73687190260824,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
436,Ruelle sans nom (segment 436),residential,40.567483726793945,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
437,Ruelle sans nom (segment 437),residential,40.20736354599747,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
438,Ruelle sans nom (segment 438),residential,162.07247327038522,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
439,Ruelle sans nom (segment 439),residential,111.39108216922861,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
440,Ruelle sans nom (segment 440),residential,77.30246116455736,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
441,Ruelle sans nom (segment 441),residential,7.4201982258736745,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
442,Ruelle sans nom (segment 442),residential,7.989627635612139,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
443,Ngõ 22 Đường Đức Thắng,residential,9.229664359998761,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
444,Ruelle sans nom (segment 444),residential,30.80110356296112,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
445,Ngõ 309 Đường Phú Diễn,residential,50.59438329326416,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
446,Ngách 309/39 Đường Phú Diễn,residential,70.20586558115964,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
447,Đường Phạm Văn Đồng,primary,19.199863480954132,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
448,Đường Phạm Văn Đồng,primary,135.5276618623789,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
449,Ruelle sans nom (segment 449),residential,36.31398699785403,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
450,Đường Sông Nhuệ,residential,118.0616870393659,8,11.4375,16,1.43,27.8,0.78,0.0124,14.43,0.82,22,170
451,Đường Phạm Văn Đồng,primary,9.065437158213497,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.36,22,170
452,Ruelle sans nom (segment 452),residential,40.36441103156459,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
453,Ruelle sans nom (segment 453),primary_link,25.80023941110768,10,12.0,0,1.2,26.4,0.86,0.00826,7.04,0.68,22,170
454,Đường Phạm Văn Đồng,primary,159.1271914547189,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
455,Đường Phạm Văn Đồng,primary,271.98664825354155,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.33,22,170
456,Ngõ 523 Đường Cổ Nhuế,residential,87.85317387544325,8,28.5,2,3.56,130.0,0.42,0.0124,23.28,1.89,22,170
457,Ruelle sans nom (segment 457),residential,18.098294430528664,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
458,Đường Hoàng Tăng Bí,tertiary,17.615236729507778,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
459,Ruelle sans nom (segment 459),tertiary,1285.4274823115632,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.82,22,170
460,Phố Nguyễn Đình Tứ,tertiary,8.90269530068524,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.99,22,170
461,Ruelle sans nom (segment 461),tertiary,1278.4831084890588,12,12.0,0,1.0,24.0,0.95,0.0491,32.31,0.82,22,170
462,Ruelle sans nom (segment 462),residential,136.93698136539658,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
463,Ruelle sans nom (segment 463),residential,21.105312880496967,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
464,Ruelle sans nom (segment 464),residential,204.89808142084246,8,12.0,16,1.5,30.0,0.76,0.0124,14.63,0.85,22,170
465,Tây Thăng Long,secondary,115.38938044121397,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
466,Ruelle sans nom (segment 466),residential,76.99615671491831,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
467,Ruelle sans nom (segment 467),residential,24.624233209901174,8,75.0,1,9.38,778.1,0.18,0.0124,14.05,4.81,22,170
468,Tây Thăng Long,secondary,510.005074536017,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.11,22,170
469,Đường Tây Thăng Long,secondary,17.67919953449278,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.18,22,170
470,Tây Thăng Long,secondary,150.07879850602046,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.16,22,170
471,Đường Phạm Văn Đồng,primary,119.98396576198738,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
472,Đường Phạm Văn Đồng,primary,734.2170774308352,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.27,22,170
473,Đường Phạm Văn Đồng,primary,171.5628189734861,20,12.0,1,0.6,19.2,1.19,0.10662,35.5,1.34,22,170
474,Đường Phạm Văn Đồng,primary,124.79358656340492,20,12.0,0,0.6,19.2,1.19,0.10662,35.5,1.35,22,170
475,Tây Thăng Long,secondary,62.086171575946814,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.17,22,170
476,Ruelle sans nom (segment 476),secondary_link,11.519790292544386,10,12.0,0,1.2,26.4,0.86,0.00826,7.04,0.68,22,170
477,Ngõ 22 Đường Đức Thắng,residential,15.759220643439887,8,12.0,9,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
478,Ngõ 22 Đường Đức Thắng,residential,29.633340494916162,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
479,Ruelle sans nom (segment 479),residential,4.619051981466346,8,78.0,2,9.75,838.5,0.18,0.0124,13.74,5.0,22,170
480,Tây Thăng Long,secondary,242.9551988966142,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.15,22,170
481,Ruelle sans nom (segment 481),residential,18.029265340689214,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
482,Ruelle sans nom (segment 482),residential,49.855797521552134,8,12.0,1,1.5,30.0,0.76,0.0124,14.63,0.87,22,170
483,Ruelle sans nom (segment 483),residential,312.94664766692546,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.83,22,170
484,Đường Tây Thăng Long,secondary,695.5209182999835,16,12.0,0,0.75,21.0,1.09,0.08045,35.82,1.09,22,170
485,Ruelle sans nom (segment 485),residential,192.8458119491695,8,76.5,4,9.56,808.0,0.18,0.0124,13.89,4.88,22,170
486,Ruelle sans nom (segment 486),residential,94.35184153198131,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
487,Ruelle sans nom (segment 487),residential,91.71093749633285,8,12.0,0,1.5,30.0,0.76,0.0124,14.63,0.86,22,170
